portfolio_id,kind,label,params
P50,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P50,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P50,participation_limit,adv,"{""direction"": ""<=""}"
P51,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P51,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P51,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P51,participation_limit,adv,"{""direction"": ""<=""}"
P52,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P52,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P52,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P52,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P52,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P52,participation_limit,adv,"{""direction"": ""<=""}"
P53,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P53,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P53,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P53,participation_limit,adv,"{""direction"": ""<=""}"
P54,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P54,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P54,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P54,participation_limit,adv,"{""direction"": ""<=""}"
P55,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P55,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P55,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P55,participation_limit,adv,"{""direction"": ""<=""}"
P56,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P56,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P56,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P56,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P56,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P56,participation_limit,adv,"{""direction"": ""<=""}"
P57,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P57,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P57,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P57,participation_limit,adv,"{""direction"": ""<=""}"
P58,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P58,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P58,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P58,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P58,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P58,participation_limit,adv,"{""direction"": ""<=""}"
P59,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P59,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P59,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P59,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P59,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P59,participation_limit,adv,"{""direction"": ""<=""}"
P60,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P60,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P60,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P60,participation_limit,adv,"{""direction"": ""<=""}"
P61,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P61,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P61,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P61,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P61,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P61,participation_limit,adv,"{""direction"": ""<=""}"
P62,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P62,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P62,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P62,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P62,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P62,participation_limit,adv,"{""direction"": ""<=""}"
P63,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P63,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P63,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P63,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P63,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P63,participation_limit,adv,"{""direction"": ""<=""}"
P64,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P64,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P64,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P64,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P64,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P64,participation_limit,adv,"{""direction"": ""<=""}"
P65,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P65,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P65,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P65,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P65,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P65,participation_limit,adv,"{""direction"": ""<=""}"
P66,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P66,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P66,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P66,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P66,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P66,participation_limit,adv,"{""direction"": ""<=""}"
P67,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P67,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P67,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P67,participation_limit,adv,"{""direction"": ""<=""}"
P68,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P68,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P68,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P68,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P68,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P68,participation_limit,adv,"{""direction"": ""<=""}"
P69,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P69,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P69,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P69,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P69,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P69,participation_limit,adv,"{""direction"": ""<=""}"
P70,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P70,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P70,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P70,participation_limit,adv,"{""direction"": ""<=""}"
P71,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P71,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P71,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P71,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P71,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P71,participation_limit,adv,"{""direction"": ""<=""}"
P72,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P72,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P72,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P72,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P72,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P72,participation_limit,adv,"{""direction"": ""<=""}"
P73,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P73,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P73,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P73,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P73,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P73,participation_limit,adv,"{""direction"": ""<=""}"
P74,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P74,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P74,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P74,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P74,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P74,participation_limit,adv,"{""direction"": ""<=""}"
P75,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P75,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P75,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P75,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P75,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P75,participation_limit,adv,"{""direction"": ""<=""}"
P76,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P76,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P76,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P76,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P76,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P76,participation_limit,adv,"{""direction"": ""<=""}"
P77,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P77,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P77,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P77,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P77,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P77,participation_limit,adv,"{""direction"": ""<=""}"
P78,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P78,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P78,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P78,participation_limit,adv,"{""direction"": ""<=""}"
P79,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P79,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P79,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P79,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P79,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P79,participation_limit,adv,"{""direction"": ""<=""}"
P80,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P80,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P80,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P80,participation_limit,adv,"{""direction"": ""<=""}"
P81,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P81,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P81,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P81,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P81,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P81,participation_limit,adv,"{""direction"": ""<=""}"
P82,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P82,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P82,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P82,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P82,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P82,participation_limit,adv,"{""direction"": ""<=""}"
P83,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P83,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P83,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P83,participation_limit,adv,"{""direction"": ""<=""}"
P84,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P84,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P84,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P84,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P84,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P84,participation_limit,adv,"{""direction"": ""<=""}"
P85,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P85,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P85,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P85,participation_limit,adv,"{""direction"": ""<=""}"
P86,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P86,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P86,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P86,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P86,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P86,participation_limit,adv,"{""direction"": ""<=""}"
P87,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P87,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P87,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P87,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P87,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P87,participation_limit,adv,"{""direction"": ""<=""}"
P88,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P88,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P88,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P88,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P88,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P88,participation_limit,adv,"{""direction"": ""<=""}"
P89,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P89,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P89,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P89,participation_limit,adv,"{""direction"": ""<=""}"
P90,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P90,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P90,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P90,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P90,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P90,participation_limit,adv,"{""direction"": ""<=""}"
P91,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P91,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P91,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P91,participation_limit,adv,"{""direction"": ""<=""}"
P92,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P92,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P92,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P92,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P92,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P92,participation_limit,adv,"{""direction"": ""<=""}"
P93,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P93,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P93,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P93,participation_limit,adv,"{""direction"": ""<=""}"
P94,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P94,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P94,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P94,participation_limit,adv,"{""direction"": ""<=""}"
P95,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P95,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P95,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P95,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P95,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P95,participation_limit,adv,"{""direction"": ""<=""}"
P96,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P96,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P96,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P96,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P96,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P96,participation_limit,adv,"{""direction"": ""<=""}"
P97,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P97,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P97,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P97,group_limit,sector_floor,"{""direction"": "">="", ""column"": ""sector"", ""bounds"": {""TECH"": ""0.5"", ""HEALTH"": ""0""}}"
P97,group_limit,sector_cap,"{""direction"": ""<="", ""column"": ""sector"", ""bounds"": {""TECH"": ""1"", ""HEALTH"": ""0.5""}}"
P97,participation_limit,adv,"{""direction"": ""<=""}"
P98,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P98,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P98,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P98,participation_limit,adv,"{""direction"": ""<=""}"
P99,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P99,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P99,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
P99,participation_limit,adv,"{""direction"": ""<=""}"
P100,cash_limit,cash_floor,"{""direction"": "">="", ""bounds"": {""scalar"": ""cash_lb""}}"
P100,cash_limit,cash_cap,"{""direction"": ""<="", ""bounds"": {""scalar"": ""cash_ub""}}"
P100,turnover_limit,turnover,"{""direction"": ""<="", ""bounds"": {""scalar"": ""max_turnover""}}"
